user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type,p_social,p_work,p_entertainment,entropy,dbi,dominance,dominant_category,dbi_tier,load_tier,flag_highload_skewed
17,2024-05-23,25,19-25,3.6,2.4,2.7,8.7,Laptop,WiFi,0.4137931034482759,0.27586206896551724,0.31034482758620696,1.0835222669892097,0.9862644703372158,0.4137931034482759,Social,Balanced,Medium,0
18,2024-02-11,55,46-60,2.9,5.2,3.1,11.2,Mobile,WiFi,0.25892857142857145,0.46428571428571436,0.2767857142857143,1.0616251590193668,0.9663328637133817,0.46428571428571436,Work/Study,Balanced,High,0
19,2024-06-15,16,13-18,0.7,5.7,3.5,9.9,Mobile,WiFi,0.0707070707070707,0.5757575757575758,0.35353535353535354,0.872771613143822,0.7944309581698898,0.5757575757575758,Work/Study,Mixed,High,0
20,2024-04-09,21,19-25,3.1,5.4,2.7,11.2,Laptop,WiFi,0.2767857142857143,0.4821428571428572,0.2410714285714286,1.0502280031198514,0.9559587253416613,0.4821428571428572,Work/Study,Balanced,High,0
21,2024-04-03,24,19-25,0.6,1.9,1.2,3.7,Laptop,Mobile Data,0.16216216216216214,0.5135135135135135,0.3243243243243243,1.0024374473202595,0.912457886790574,0.5135135135135135,Work/Study,Balanced,Low,0
22,2024-10-24,74,60+,1.5,2.8,3.5,7.8,Mobile,WiFi,0.19230769230769232,0.358974358974359,0.44871794871794873,1.044405474720767,0.9506588315946658,0.44871794871794873,Entertainment,Balanced,Medium,0
23,2024-03-19,40,36-45,3.9,5.6,3.2,12.7,Mobile,WiFi,0.30708661417322836,0.4409448818897638,0.2519685039370079,1.0709418284285455,0.9748132616711304,0.4409448818897638,Work/Study,Balanced,High,0
24,2024-03-17,27,26-35,3.1,5.8,0.7,9.6,Tablet,WiFi,0.3229166666666667,0.6041666666666666,0.07291666666666667,0.8603828894457628,0.7831542558920748,0.6041666666666666,Work/Study,Mixed,High,0
25,2024-10-13,75,60+,3.0,1.0,1.9,5.9,Mobile,WiFi,0.5084745762711864,0.1694915254237288,0.3220338983050847,1.0096372238384739,0.9190114058003995,0.5084745762711864,Social,Balanced,Low,0
26,2024-11-14,40,36-45,2.7,2.8,3.4,8.9,Mobile,WiFi,0.30337078651685395,0.3146067415730337,0.38202247191011235,1.0932927797998693,0.9951579743617381,0.38202247191011235,Entertainment,Balanced,Medium,0
27,2024-05-28,47,46-60,3.9,4.2,1.8,9.9,Mobile,Mobile Data,0.3939393939393939,0.42424242424242425,0.18181818181818182,1.0406984379215733,0.9472845412854906,0.42424242424242425,Work/Study,Balanced,High,0
28,2024-06-01,31,26-35,2.3,3.3,1.8,7.4,Mobile,Mobile Data,0.31081081081081074,0.4459459459459459,0.24324324324324323,1.0672028210839637,0.9714098705174461,0.4459459459459459,Work/Study,Balanced,Medium,0
29,2024-10-10,49,46-60,0.7,5.6,2.2,8.5,Mobile,WiFi,0.08235294117647059,0.6588235294117647,0.25882352941176473,0.8303689070969225,0.7558343518108748,0.6588235294117647,Work/Study,Mixed,Medium,0
30,2024-06-22,34,26-35,2.7,4.5,0.7,7.9,Tablet,WiFi,0.34177215189873417,0.5696202531645569,0.08860759493670885,0.9022481250598258,0.8212616355799698,0.5696202531645569,Work/Study,Balanced,Medium,0
31,2024-12-07,20,19-25,3.3,2.2,2.9,8.4,Laptop,Mobile Data,0.3928571428571428,0.2619047619047619,0.34523809523809523,1.0851112920351644,0.9877108632661363,0.3928571428571428,Social,Balanced,Medium,0
32,2024-12-22,39,36-45,1.0,5.6,0.6,7.2,Tablet,WiFi,0.1388888888888889,0.7777777777777777,0.08333333333333333,0.6767202519816506,0.6159773188064962,0.7777777777777777,Work/Study,Mixed,Medium,0
33,2024-06-10,49,46-60,3.6,2.2,1.8,7.6,Tablet,WiFi,0.4736842105263158,0.2894736842105263,0.2368421052631579,1.0539398218595695,0.9593373683606812,0.4736842105263158,Social,Balanced,Medium,0
34,2024-08-12,24,19-25,2.2,3.4,1.8,7.4,Mobile,WiFi,0.2972972972972973,0.45945945945945943,0.24324324324324323,1.0618234249208807,0.966513333114242,0.45945945945945943,Work/Study,Balanced,Medium,0
35,2024-01-13,14,13-18,2.1,3.1,2.1,7.3,Tablet,Mobile Data,0.28767123287671237,0.4246575342465754,0.28767123287671237,1.080547855896017,0.9835570446840779,0.4246575342465754,Work/Study,Balanced,Medium,0
36,2024-10-27,69,60+,3.4,3.9,3.0,10.3,Tablet,Mobile Data,0.33009708737864074,0.37864077669902907,0.2912621359223301,1.0928738087551664,0.9947766104820287,0.37864077669902907,Work/Study,Balanced,High,0
37,2024-03-08,42,36-45,1.6,4.1,1.1,6.8,Mobile,WiFi,0.23529411764705885,0.6029411764705882,0.16176470588235295,0.9401735538305892,0.8557828485337607,0.6029411764705882,Work/Study,Balanced,Low,0
38,2024-01-03,31,26-35,3.5,3.4,2.2,9.1,Mobile,WiFi,0.38461538461538464,0.37362637362637363,0.2417582417582418,1.078591660770016,0.9817764391454553,0.38461538461538464,Social,Balanced,Medium,0
39,2024-10-27,18,13-18,2.0,2.1,1.9,6.0,Mobile,Mobile Data,0.3333333333333333,0.35000000000000003,0.31666666666666665,1.0977786077648661,0.9992411509393779,0.35000000000000003,Work/Study,Balanced,Low,0
40,2024-05-30,16,13-18,3.1,2.2,2.9,8.2,Tablet,WiFi,0.37804878048780494,0.26829268292682934,0.3536585365853659,1.088327584062665,0.9906384584338545,0.37804878048780494,Social,Balanced,Medium,0
41,2024-04-26,36,36-45,1.6,1.0,0.9,3.5,Mobile,WiFi,0.4571428571428572,0.2857142857142857,0.2571428571428572,1.0649968705807584,0.9694019278374315,0.4571428571428572,Social,Balanced,Low,0
42,2024-08-16,19,19-25,3.2,3.2,3.0,9.4,Tablet,Mobile Data,0.3404255319148936,0.3404255319148936,0.3191489361702127,1.098156279833332,0.9995849228708968,0.3404255319148936,Social,Balanced,High,0
43,2024-04-13,60,46-60,1.2,1.3,1.7,4.2,Laptop,WiFi,0.2857142857142857,0.30952380952380953,0.4047619047619047,1.0870065636783288,0.989436013860858,0.4047619047619047,Entertainment,Balanced,Low,0
44,2024-05-16,33,26-35,3.6,1.8,3.0,8.4,Tablet,Mobile Data,0.42857142857142855,0.21428571428571427,0.35714285714285715,1.060944240790747,0.9657130652315666,0.42857142857142855,Social,Balanced,Medium,0
45,2024-09-03,68,60+,1.7,3.3,1.3,6.3,Tablet,WiFi,0.2698412698412698,0.5238095238095238,0.20634920634920637,1.0178376148939217,0.926475723412748,0.5238095238095238,Work/Study,Balanced,Low,0
46,2024-01-30,42,36-45,2.8,4.2,1.9,8.9,Laptop,WiFi,0.3146067415730337,0.47191011235955055,0.21348314606741572,1.0478701803279875,0.9538125425470719,0.47191011235955055,Work/Study,Balanced,Medium,0
47,2024-05-01,74,60+,3.5,2.2,1.1,6.8,Laptop,Mobile Data,0.5147058823529412,0.3235294117647059,0.16176470588235295,1.0016111738997169,0.9117057803112769,0.5147058823529412,Social,Balanced,Low,0
48,2024-05-08,21,19-25,0.5,2.4,1.2,4.1,Laptop,Mobile Data,0.12195121951219513,0.5853658536585367,0.29268292682926833,0.929685206021937,0.8462359429358199,0.5853658536585367,Work/Study,Balanced,Low,0
49,2024-02-19,67,60+,1.3,5.5,2.9,9.7,Laptop,Mobile Data,0.13402061855670105,0.5670103092783506,0.29896907216494845,0.952038340313758,0.8665826426062928,0.5670103092783506,Work/Study,Balanced,High,0
50,2024-11-29,32,26-35,3.4,2.1,2.8,8.3,Mobile,WiFi,0.4096385542168674,0.25301204819277107,0.3373493975903614,1.0798893389526572,0.9829576367308333,0.4096385542168674,Social,Balanced,Medium,0
51,2024-02-29,26,26-35,1.2,4.7,3.1,9.0,Tablet,WiFi,0.13333333333333333,0.5222222222222223,0.34444444444444444,0.9750383323650618,0.887518137583495,0.5222222222222223,Work/Study,Balanced,Medium,0
52,2024-04-18,20,19-25,3.5,3.1,1.0,7.6,Mobile,Mobile Data,0.46052631578947373,0.4078947368421053,0.13157894736842105,0.9897249663243644,0.900886487920362,0.46052631578947373,Social,Balanced,Medium,0
53,2024-04-28,17,13-18,3.4,2.6,1.1,7.1,Tablet,Mobile Data,0.47887323943661975,0.36619718309859156,0.15492957746478875,1.0093895132907507,0.9187859299430126,0.47887323943661975,Social,Balanced,Medium,0
54,2024-10-28,70,60+,2.1,6.8,1.1,10.0,Tablet,WiFi,0.21000000000000002,0.6799999999999999,0.11000000000000001,0.8327867545385994,0.7580351713962885,0.6799999999999999,Work/Study,Mixed,High,0
55,2024-10-06,52,46-60,1.1,1.1,3.4,5.6,Mobile,Mobile Data,0.19642857142857145,0.19642857142857145,0.6071428571428572,0.9423168007616914,0.8577337159627976,0.6071428571428572,Entertainment,Balanced,Low,0
56,2024-03-05,17,13-18,0.8,2.0,2.7,5.5,Mobile,Mobile Data,0.14545454545454548,0.36363636363636365,0.49090909090909096,0.9975554909300093,0.9080141385814867,0.49090909090909096,Entertainment,Balanced,Low,0
57,2024-09-12,67,60+,3.4,6.2,0.6,10.2,Tablet,Mobile Data,0.33333333333333337,0.607843137254902,0.058823529411764705,0.8354713767635505,0.7604788198541133,0.607843137254902,Work/Study,Mixed,High,0
58,2024-03-19,33,26-35,2.5,3.4,1.3,7.2,Mobile,WiFi,0.3472222222222222,0.4722222222222222,0.18055555555555555,1.0306592425486318,0.9381464718532686,0.4722222222222222,Work/Study,Balanced,Medium,0
59,2024-04-19,71,60+,0.4,3.4,0.7,4.5,Laptop,Mobile Data,0.08888888888888889,0.7555555555555555,0.15555555555555556,0.7163779047744032,0.6520752700144069,0.7555555555555555,Work/Study,Mixed,Low,0
60,2024-05-17,16,13-18,3.1,4.5,3.1,10.7,Laptop,Mobile Data,0.28971962616822433,0.42056074766355145,0.28971962616822433,1.0821090333615,0.9849780896528862,0.42056074766355145,Work/Study,Balanced,High,0
61,2024-10-22,66,60+,2.3,5.8,1.4,9.5,Tablet,Mobile Data,0.2421052631578947,0.6105263157894737,0.14736842105263157,0.926836215888158,0.8436426803597814,0.6105263157894737,Work/Study,Balanced,High,0
62,2024-02-08,29,26-35,0.6,4.2,0.5,5.3,Mobile,Mobile Data,0.11320754716981132,0.7924528301886793,0.09433962264150944,0.6536905862796634,0.5950148137084447,0.7924528301886793,Work/Study,Skewed,Low,0
63,2024-01-18,47,46-60,1.1,4.9,0.8,6.8,Tablet,WiFi,0.16176470588235295,0.7205882352941178,0.11764705882352942,0.7825727795637321,0.7123284416493059,0.7205882352941178,Work/Study,Mixed,Low,0
64,2024-06-01,19,19-25,0.9,5.9,2.8,9.6,Mobile,Mobile Data,0.09375,0.6145833333333334,0.2916666666666667,0.8804788511410744,0.8014463885239378,0.6145833333333334,Work/Study,Balanced,High,0
65,2024-08-14,43,36-45,0.5,3.4,2.7,6.6,Tablet,Mobile Data,0.07575757575757576,0.5151515151515151,0.4090909090909091,0.9028207604925335,0.8217828708133768,0.5151515151515151,Work/Study,Balanced,Low,0
66,2024-09-04,14,13-18,0.8,6.3,2.5,9.6,Mobile,WiFi,0.08333333333333334,0.65625,0.2604166666666667,0.8338803194073126,0.7590305770366522,0.65625,Work/Study,Mixed,High,0
67,2024-07-12,66,60+,0.7,5.3,3.0,9.0,Laptop,Mobile Data,0.07777777777777778,0.5888888888888889,0.3333333333333333,0.8766678490912171,0.7979774649654023,0.5888888888888889,Work/Study,Mixed,Medium,0
68,2024-01-31,25,19-25,0.9,4.5,1.2,6.6,Mobile,WiFi,0.13636363636363638,0.6818181818181819,0.18181818181818182,0.8427803021302684,0.7671316904273878,0.6818181818181819,Work/Study,Mixed,Low,0
69,2024-12-22,14,13-18,1.4,2.1,0.9,4.4,Mobile,WiFi,0.3181818181818181,0.47727272727272724,0.20454545454545453,1.041989747490273,0.9484599419086397,0.47727272727272724,Work/Study,Balanced,Low,0
70,2024-06-28,30,26-35,0.7,5.6,2.8,9.1,Tablet,WiFi,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.8587409130062869,0.7816596645276668,0.6153846153846154,Work/Study,Mixed,Medium,0
71,2024-11-21,63,60+,2.0,4.2,1.6,7.8,Tablet,WiFi,0.25641025641025644,0.5384615384615385,0.20512820512820515,1.0072448652175687,0.9168337871394927,0.5384615384615385,Work/Study,Balanced,Medium,0
72,2024-05-01,30,26-35,3.4,4.6,2.2,10.2,Mobile,Mobile Data,0.33333333333333337,0.45098039215686275,0.21568627450980396,1.0561816755457338,0.961377991526186,0.45098039215686275,Work/Study,Balanced,High,0
73,2024-11-07,33,26-35,2.2,6.3,2.9,11.4,Laptop,Mobile Data,0.1929824561403509,0.5526315789473684,0.25438596491228066,0.9934615992176774,0.9042877177553597,0.5526315789473684,Work/Study,Balanced,High,0
74,2024-07-31,73,60+,2.2,3.1,2.3,7.6,Mobile,Mobile Data,0.2894736842105263,0.4078947368421053,0.3026315789473684,1.0863530208219505,0.9888411335167008,0.4078947368421053,Work/Study,Balanced,Medium,0
75,2024-07-11,60,46-60,2.3,4.1,1.2,7.6,Mobile,Mobile Data,0.3026315789473684,0.5394736842105263,0.15789473684210525,0.9861056889876065,0.8975920797164035,0.5394736842105263,Work/Study,Balanced,Medium,0
76,2024-07-04,29,26-35,2.5,1.5,2.4,6.4,Mobile,WiFi,0.390625,0.234375,0.37499999999999994,1.075040262006721,0.9785438166817103,0.390625,Social,Balanced,Low,0
77,2024-04-14,32,26-35,0.8,5.3,1.1,7.2,Tablet,Mobile Data,0.11111111111111112,0.736111111111111,0.1527777777777778,0.7566959557871218,0.6887743415873252,0.736111111111111,Work/Study,Mixed,Medium,0
78,2024-01-21,43,36-45,3.9,3.5,1.6,9.0,Tablet,Mobile Data,0.43333333333333335,0.3888888888888889,0.17777777777777778,1.0367262713633518,0.943668919469502,0.43333333333333335,Social,Balanced,Medium,0
79,2024-11-17,22,19-25,0.8,2.4,1.1,4.3,Laptop,WiFi,0.186046511627907,0.5581395348837209,0.2558139534883721,0.9871147142384123,0.898510534080344,0.5581395348837209,Work/Study,Balanced,Low,0
80,2024-02-02,67,60+,1.5,3.4,1.0,5.9,Mobile,WiFi,0.2542372881355932,0.5762711864406779,0.1694915254237288,0.9666414814748195,0.8798749945230601,0.5762711864406779,Work/Study,Balanced,Low,0
81,2024-07-07,70,60+,1.5,4.5,1.3,7.3,Tablet,Mobile Data,0.20547945205479454,0.6164383561643836,0.17808219178082194,0.930666198638836,0.8471288808967526,0.6164383561643836,Work/Study,Balanced,Medium,0
82,2024-03-11,55,46-60,3.1,1.9,1.2,6.2,Mobile,Mobile Data,0.5,0.30645161290322576,0.1935483870967742,1.0268630343893188,0.934691014274221,0.5,Social,Balanced,Low,0
83,2024-09-11,72,60+,2.9,6.9,2.8,12.6,Mobile,WiFi,0.23015873015873015,0.5476190476190477,0.2222222222222222,1.0021021119377926,0.9121526513713767,0.5476190476190477,Work/Study,Balanced,High,0
84,2024-01-05,22,19-25,3.9,3.4,2.0,9.3,Mobile,Mobile Data,0.4193548387096774,0.3655913978494623,0.2150537634408602,1.0628166167329816,0.9674173752611809,0.4193548387096774,Social,Balanced,High,0
85,2024-07-05,44,36-45,0.4,5.5,1.9,7.8,Tablet,WiFi,0.05128205128205129,0.7051282051282052,0.24358974358974358,0.7426980159661579,0.6760328676703221,0.7051282051282052,Work/Study,Mixed,Medium,0
86,2024-02-12,51,46-60,3.0,4.6,2.7,10.3,Tablet,WiFi,0.2912621359223301,0.44660194174757273,0.2621359223300971,1.0702530555065297,0.9741863135392732,0.44660194174757273,Work/Study,Balanced,High,0
87,2024-08-30,51,46-60,3.6,5.2,1.3,10.1,Laptop,Mobile Data,0.3564356435643565,0.5148514851485149,0.12871287128712872,0.9733809445872579,0.886009518214406,0.5148514851485149,Work/Study,Balanced,High,0
88,2024-07-02,43,36-45,3.0,3.4,3.0,9.4,Laptop,WiFi,0.3191489361702127,0.36170212765957444,0.3191489361702127,1.096825625496825,0.9983737090967271,0.36170212765957444,Work/Study,Balanced,High,0
89,2024-02-09,40,36-45,0.4,1.6,3.3,5.3,Mobile,WiFi,0.07547169811320756,0.30188679245283023,0.6226415094339622,0.8515872620670292,0.7751481308291585,0.6226415094339622,Entertainment,Mixed,Low,0
90,2024-12-02,70,60+,2.2,5.0,1.1,8.3,Mobile,WiFi,0.26506024096385544,0.6024096385542168,0.13253012048192772,0.9250944361571722,0.8420572441244946,0.6024096385542168,Work/Study,Balanced,Medium,0
91,2024-09-03,34,26-35,3.6,5.0,1.3,9.9,Laptop,WiFi,0.36363636363636365,0.5050505050505051,0.13131313131313133,0.9794413278838097,0.8915259168193215,0.5050505050505051,Work/Study,Balanced,High,0
92,2024-03-18,28,26-35,1.4,3.9,1.2,6.5,Tablet,Mobile Data,0.21538461538461537,0.6,0.1846153846153846,0.9490859374167782,0.8638952496766551,0.6,Work/Study,Balanced,Low,0
93,2024-11-20,26,26-35,1.4,1.2,2.6,5.2,Laptop,WiFi,0.2692307692307692,0.23076923076923075,0.5,1.0382400185693474,0.945046791555596,0.5,Entertainment,Balanced,Low,0
94,2024-04-10,73,60+,1.5,3.0,1.7,6.2,Laptop,Mobile Data,0.24193548387096772,0.48387096774193544,0.27419354838709675,1.0493714606039064,0.9551790667443745,0.48387096774193544,Work/Study,Balanced,Low,0
95,2024-04-06,74,60+,1.4,1.9,2.6,5.9,Laptop,WiFi,0.23728813559322032,0.3220338983050847,0.4406779661016949,1.0673399319169987,0.9715346741760701,0.4406779661016949,Entertainment,Balanced,Low,0
96,2024-03-11,35,26-35,4.0,2.0,1.7,7.7,Laptop,WiFi,0.5194805194805194,0.2597402597402597,0.22077922077922077,1.023877493482347,0.9319734578279961,0.5194805194805194,Social,Balanced,Medium,0
97,2024-12-16,43,36-45,2.5,2.6,0.7,5.8,Laptop,Mobile Data,0.4310344827586207,0.4482758620689655,0.12068965517241378,0.977619275138648,0.8898674129376922,0.4482758620689655,Work/Study,Balanced,Low,0
98,2024-06-02,22,19-25,3.8,2.5,1.6,7.9,Laptop,WiFi,0.48101265822784806,0.3164556962025316,0.20253164556962025,1.0395543176930446,0.9462431181735065,0.48101265822784806,Social,Balanced,Medium,0
99,2024-01-10,50,46-60,1.6,4.7,3.1,9.4,Mobile,Mobile Data,0.1702127659574468,0.5,0.32978723404255317,1.0138058442354423,0.9228058476066369,0.5,Work/Study,Balanced,High,0
100,2024-03-16,19,19-25,1.4,3.2,3.1,7.7,Mobile,Mobile Data,0.1818181818181818,0.4155844155844156,0.4025974025974026,1.0411566576557045,0.9477016308619113,0.4155844155844156,Work/Study,Balanced,Medium,0
101,2024-12-25,42,36-45,1.3,6.3,2.3,9.9,Laptop,WiFi,0.13131313131313133,0.6363636363636364,0.2323232323232323,0.893319886740277,0.8131348028368436,0.6363636363636364,Work/Study,Balanced,High,0
102,2024-12-23,32,26-35,2.4,4.8,1.3,8.5,Laptop,Mobile Data,0.2823529411764706,0.5647058823529412,0.15294117647058825,0.9669420553264407,0.8801485886333039,0.5647058823529412,Work/Study,Balanced,Medium,0
103,2024-09-05,41,36-45,0.5,2.2,1.3,4.0,Tablet,Mobile Data,0.125,0.55,0.325,0.9540178245376006,0.8683844467953233,0.55,Work/Study,Balanced,Low,0
104,2024-04-01,29,26-35,1.6,5.2,3.2,10.0,Laptop,Mobile Data,0.16,0.52,0.32,0.9978737678714718,0.9083038467385366,0.52,Work/Study,Balanced,High,0
105,2024-11-19,45,36-45,0.4,6.5,1.2,8.1,Tablet,WiFi,0.04938271604938272,0.8024691358024691,0.14814814814814814,0.6080389104113032,0.5534608675718095,0.8024691358024691,Work/Study,Skewed,Medium,0
106,2024-01-19,43,36-45,1.4,2.9,3.4,7.7,Tablet,WiFi,0.1818181818181818,0.3766233766233766,0.44155844155844154,1.0386802332670495,0.9454474922415821,0.44155844155844154,Entertainment,Balanced,Medium,0
107,2024-02-07,64,60+,3.0,3.1,2.7,8.8,Laptop,WiFi,0.3409090909090909,0.35227272727272724,0.3068181818181818,1.096914994352967,0.9984550561352263,0.35227272727272724,Work/Study,Balanced,Medium,0
108,2024-03-06,14,13-18,2.2,1.9,0.8,4.9,Mobile,Mobile Data,0.4489795918367347,0.38775510204081626,0.16326530612244897,1.022783422366055,0.9309775913812278,0.4489795918367347,Social,Balanced,Low,0
109,2024-09-19,21,19-25,0.7,2.1,3.2,6.0,Tablet,WiFi,0.11666666666666665,0.35000000000000003,0.5333333333333333,0.9533463768025954,0.8677732687282919,0.5333333333333333,Entertainment,Balanced,Low,0
110,2024-11-23,22,19-25,3.3,4.2,2.9,10.4,Tablet,WiFi,0.3173076923076923,0.40384615384615385,0.27884615384615385,1.086521162930766,0.9889941830597924,0.40384615384615385,Work/Study,Balanced,High,0
111,2024-08-13,22,19-25,0.7,5.9,0.6,7.2,Laptop,WiFi,0.09722222222222221,0.8194444444444444,0.08333333333333333,0.5968517155550419,0.5432778439777224,0.8194444444444444,Work/Study,Skewed,Medium,0
112,2024-04-22,48,46-60,1.9,6.6,2.8,11.3,Tablet,WiFi,0.16814159292035397,0.5840707964601769,0.247787610619469,0.9595711827582506,0.8734393312872696,0.5840707964601769,Work/Study,Balanced,High,0
113,2024-01-09,68,60+,0.7,4.6,0.8,6.1,Tablet,WiFi,0.11475409836065574,0.7540983606557377,0.13114754098360656,0.7276868540860285,0.6623691192897828,0.7540983606557377,Work/Study,Mixed,Low,0
114,2024-07-23,53,46-60,2.3,2.4,3.4,8.1,Tablet,WiFi,0.2839506172839506,0.2962962962962963,0.4197530864197531,1.0822773431703323,0.9851312918431115,0.4197530864197531,Entertainment,Balanced,Medium,0
115,2024-02-06,24,19-25,2.3,5.6,2.2,10.1,Mobile,Mobile Data,0.2277227722772277,0.5544554455445544,0.21782178217821785,0.9959225403915393,0.9065277629462298,0.5544554455445544,Work/Study,Balanced,High,0
116,2024-12-05,13,13-18,1.7,4.7,1.6,8.0,Mobile,Mobile Data,0.2125,0.5875,0.2,0.96348933860932,0.8770057904389504,0.5875,Work/Study,Balanced,Medium,0
117,2024-10-16,32,26-35,2.3,6.0,2.7,11.0,Mobile,WiFi,0.20909090909090908,0.5454545454545454,0.24545454545454548,1.0026200377759311,0.912624087785734,0.5454545454545454,Work/Study,Balanced,High,0
118,2024-04-23,41,36-45,2.8,3.1,0.6,6.5,Mobile,Mobile Data,0.43076923076923074,0.47692307692307695,0.0923076923076923,0.9358351708292744,0.8518338821458329,0.47692307692307695,Work/Study,Balanced,Low,0
119,2024-01-27,24,19-25,3.3,3.3,1.0,7.6,Mobile,WiFi,0.4342105263157895,0.4342105263157895,0.13157894736842105,0.9913208404609606,0.9023391151602511,0.4342105263157895,Social,Balanced,Medium,0
120,2024-10-19,54,46-60,0.7,1.0,3.2,4.9,Laptop,WiFi,0.14285714285714285,0.2040816326530612,0.6530612244897959,0.8805800764184042,0.8015385277420896,0.6530612244897959,Entertainment,Balanced,Low,0
121,2024-09-29,62,60+,3.7,6.1,2.6,12.4,Laptop,WiFi,0.29838709677419356,0.4919354838709677,0.20967741935483872,1.0373962553553042,0.9442787651801892,0.4919354838709677,Work/Study,Balanced,High,0
122,2024-04-06,67,60+,2.1,5.6,0.8,8.5,Mobile,WiFi,0.24705882352941178,0.6588235294117647,0.09411764705882353,0.8427665717044468,0.7671191924552067,0.6588235294117647,Work/Study,Mixed,Medium,0
123,2024-05-26,52,46-60,0.4,2.9,0.6,3.9,Tablet,Mobile Data,0.10256410256410257,0.7435897435897436,0.15384615384615385,0.7418356633230916,0.6752479204674178,0.7435897435897436,Work/Study,Mixed,Low,0
124,2024-06-13,51,46-60,1.3,1.9,1.6,4.8,Laptop,WiFi,0.27083333333333337,0.3958333333333333,0.33333333333333337,1.0868238899287483,0.9892697370483149,0.3958333333333333,Work/Study,Balanced,Low,0
125,2024-01-16,50,46-60,1.9,6.7,0.8,9.4,Laptop,WiFi,0.20212765957446807,0.7127659574468085,0.0851063829787234,0.774206713793453,0.7047133204126578,0.7127659574468085,Work/Study,Mixed,High,0
